Datetime,Text
2022-06-10 23:59:59+00:00,"@0That1 @Bronson76023518 @CTVNews I don't know if it's vaccine related or not, but 
It doesn't take much looking to find cases being diagnosed after a covid vaccination."
2022-06-10 23:59:51+00:00,"@SkyNews Ramsay Hunt syndrome is a known adverse reaction to the Covid vaccine.
https://t.co/zJOIItHSOP"
2022-06-10 23:59:37+00:00,@_Informe360 There's shingles in the covid vaccine. His wife had blood clot too...both listed as side affects.
2022-06-10 23:59:23+00:00,@CBCNB It’s called the Covid vaccine. Not unexplained at all🤪🤪🤪🤪🤪🤪🤪🤪 🤡🤡🤡🤡🤡🤡🤡🤡🤡
2022-06-10 23:59:15+00:00,"@Margveritas @CP24 Nope. It’s not. It’s even less prevalent post-vaccine than it is in common incidence. 

Regular incidence: 15-30 per 100k
As a “side effect”: 10 per 100k

But...post-Covid: 86 per 100k"
2022-06-10 23:58:55+00:00,@MurrayCampaign Oh really? Weren’t you just trying to force everyone to take the poison Covid vaccine? My body NY choice.
2022-06-10 23:58:43+00:00,@USTravel @POTUS So I can sit next to a covid positive vaxxed person on a plane for 10hrs but not a covid negative unvaxxed? Cause that makes total sense? Now call to end the vaccine mandate for foreign travelers!
2022-06-10 23:58:41+00:00,"@PaoloDiLauro4 @kelly4freedom @DawnGibsonMusic @Arwenstar @maton1200 Before covid and covid vaccines, people did suffer from the Ramsey Hunt syndrome, right? Therefore just because there is covid vaccines we can't just blame them for the syndrome that's Bern there before them. That's logical"
2022-06-10 23:58:24+00:00,"This is BS! Almost all the unvaccinated have got COVID, and the vaccine does NOT keep you from getting and spreading it https://t.co/eWiq0b2NiP"
2022-06-10 23:58:12+00:00,"@argue_lynda @MMandryk @carolynstrom @leaderpost Yes it’s very sad we’ve all been lied to ,these vaccines do not work ,full stop ,the evidence is global now, covid is treatable ,always has been , too many countries have ended their pandemic status by treatments"
2022-06-10 23:57:49+00:00,Covid vaccine 💉 is fake ☠️ stay clear. https://t.co/zcCIY5ucUN
2022-06-10 23:57:17+00:00,@HCottawa @CP24 It’s on the Vaers website as a side effect from that COVID 19 vaccine. Go look it up
2022-06-10 23:57:07+00:00,"@TaylorLorenz The vaccine prevents COVID, no need to wear a mask"
2022-06-10 23:56:58+00:00,Ontarians are travelling to Quebec for their boosters - wonder if Gatineau expected to become a medical tourism destination. #onpoli #covid #booster #vaccine https://t.co/sh146aIZXN
2022-06-10 23:56:51+00:00,"@KayCookPhD @RMIT The turnstiles were installed to help facilitate COVID safe protocols. Staff, students &amp; visitors are still required to be vaxxed and this is a temporary measure to facilitate this and keep our work environment safe. Vaccine status is attached to cards.  https://t.co/aPaa0r1IU4"
2022-06-10 23:56:09+00:00,@1679Brad @Stephmiccy Mask don't stop covid. Vaccines do not stop covid. You're brainwashed. Pfizer released 40+ pages of side effects &amp; I know you haven't read a single page. The blindness that you all display is amazing.
2022-06-10 23:56:05+00:00,Trials of new Covid vaccine raise hopes of once-a-year booster https://t.co/gKWGjawSFh
2022-06-10 23:55:53+00:00,"@Stevelattimer3 @lisas420 @MaggieDBT @charliekirk11 Most vaccines actually do work. The thing is, this Covid shot is NOT a vaccine. True vaccines use dead or weakened viruses in the serum. Covid jabs do not so they are not really a vaccine and they need to stop calling it that."
2022-06-10 23:55:37+00:00,"@DrJamesOlsson Brought on by the effects of shingles, and shingles are brought on these days in many people by... oh yeah, the toxic Covid-19 vaccines."
2022-06-10 23:55:21+00:00,"Looks like the page at NIH that contained a scientific paper about a connection between Ramsay Hunt syndrome and COVID vaccine has gone unresponsive.

https://t.co/wy3tAHU0Hm"
2022-06-10 23:55:17+00:00,@CannonballSamG @AB_CovidFacts It's common after getting the covid vaccine....
2022-06-10 23:55:14+00:00,"Virus Expert Just Issued This Omicron Warning

#health #news #covidvaccine #coronavirus #coronavirustips
https://t.co/KftiRtcXxd"
2022-06-10 23:55:14+00:00,"@FraiseAdam @massfpsy @battyrash You really expect this study to be honest after pharma pays for the study? They rigged data, omitted it, and all out lied with Covid vax. You think this is different. Japan has banned this vaccine because of the massive side effects."
2022-06-10 23:55:02+00:00,"Surgeon General Just Issued This COVID Warning

#covidvaccine #coronavirus #news #health #coronavirustips
https://t.co/qKtvWWUhel"
2022-06-10 23:54:58+00:00,I remember when the Tea Party infiltrated Arizona.  Like SARs COVID it mutated. No vaccines are working.
2022-06-10 23:54:48+00:00,@richardursomd answer = covid-19 vaccine.
2022-06-10 23:54:43+00:00,"Ghost Shot: #Pfizer  quietly admits it will never manufacture original FDA approved COVID vaccines
https://t.co/80GifaIfwV"
2022-06-10 23:54:34+00:00,@LALandofloonies @loveandfaith24 @StookTradina I had shingles when I was 14....that was 15 years ago WELL before covid. Shingles is also a virus TOTALLY unrelated to Covid/the vaccine. Try again
2022-06-10 23:54:15+00:00,@VP Vaccines cause more COVID. Stop the shots. #StopTheShot
2022-06-10 23:53:44+00:00,@Tinfoil_Travis @chrisgailus mRNA Vaccines have killed MORE people than covid-19 in 2020! https://t.co/MMtTAaMRLq
2022-06-10 23:53:41+00:00,"@CentristMadness How about everyone being dead within a year of COVID vaccines?  I still see a few hanging on to that kind of nonsense. 

Though I think a lot of them of just went quiet because they died of COVID."
2022-06-10 23:53:38+00:00,FDA Approval of the Novavax COVID-19 Vaccine Delayed by Manufacturing Changes https://t.co/F4U9X9uMUS
2022-06-10 23:53:37+00:00,"Pediatric flu deaths decreased the past 2 seasons, may increase this winter, but what can we do?  Improved school ventilation, maybe short-term masking during a severe flu epidemics and require flu (and COVID) vaccines for kids. https://t.co/bnIW6kgxE7 https://t.co/2jHTrnQj17"
2022-06-10 23:53:11+00:00,"“We recently assessed a female patient at our centre who exhibited symptoms consistent with Ramsay-Hunt syndrome following administration of the COVID-19 vaccine.”

https://t.co/aPaV90ckiX

#covid19on #onhealth #onpoli #covid19 #cdnhealth #cdnpoli"
2022-06-10 23:52:56+00:00,"@DFisman Maybe if some of those unvaccinated healthcare professionals were allowed to work, things might be better… you know, the ones that treated all the Covid patients before vaccines, when the pandemic was at its height."
2022-06-10 23:52:53+00:00,"@ILUVTRUTH2 @boogiechooze @GMA Ramsay Hunt Syndrome and Bell's Palsy aren't related to Covid-19, or any vaccine, or fake vaccine. If you ever had Chicken Pox, you could get Ramsay Hunt, or Bell's Palsay."
2022-06-10 23:52:46+00:00,"@Rook09074936 @ClovexIe Yep. The virus is totally the same as the vaccine. Of course. You know what? Yes, the vaccine can result in shingles. Any increased stress can do that. It's almost like we've had a really stressful time lately. But I'll tell my husband his shingles from 2010 was Covid vaccine."
2022-06-10 23:52:44+00:00,"@ireplywithgifs8 @RobSchneider As you mentioned, it can be caused by many things. Why does everyone believe it's being caused by the COVID vaccine? I can't find anything about that, in fact just the opposite:
https://t.co/ASDlLQi9XV"
2022-06-10 23:52:29+00:00,"@TomFitton @justinbieber @PageSix 2.) — related adverse events among COVID-19 vaccines among 1653 reports of vaccine-related complications since July 1990

Ramsay Hunt syndrome following COVID-19 vaccination 
Chariene Jane Woo and Bernard Man Yung Cheung
https://t.co/bpRqFqmBZJ"
2022-06-10 23:52:05+00:00,@CWILLIS11 @OXHarryH1 @LifechoiceN @somedude710 @ADevotedYogi @Tdillon06 @mario19795947 @PrickyRicky1 @Scary7Dr @LauriHWilliams @umfpt @frugalsues @Nissim_Levy @Quoimio @____MindlessX3 @arduatendit @TakeThatChem @CoryRove @Unity_Coach @aka_c00lest @scalefree @tinyasura @CyaeghaUK @cyberdyne @David_G1ZQC @MoeZuraJr @stephenHarper9 @Goofymansmoo @Tresure15267590 @Simple_Truth21 @Me86104066 @6x10E23 @TracyMMPohill @upperclasstwit4 @o0ned @Spacebuds67 @ThorAxe7 @JRHorsting @eric_heffernan @AcMagnolia @dukeye @eschbachfamily @NP_Pubs @MarioTabone7 @fredric_parsons @rejectthegreat1 @JDNorris7 @mattwarman So covid data is fear porn but what you post about vaccines isn't?
2022-06-10 23:51:58+00:00,"Damn! Poor Justin, but I'm seeing the COVID vaccine conspiracies already, sigh. https://t.co/nMTl9hAZY6"
2022-06-10 23:51:40+00:00,@kazweida Looks like a side effect from the covid vaccine.
2022-06-10 23:51:11+00:00,"@chaossden Bell's Palsy

""Results: The analysis revealed that the adverse events following immunization (AEFI) of facial nerve palsy, after administration of COVID-19 mRNA vaccines, was significantly highly reported..."""
