Datetime,Text
2022-06-11 23:59:52+00:00,"@CiciBird Maybe the moms of these young people didn't let them get the chicken pox vaccine when they were kids, and so they're vulnerable to both chicken pox and shingles... You know there's been an anti-vax movement way pre-dating covid. Vaccines work. The mRNA technology is fantastic."
2022-06-11 23:59:50+00:00,Researcher: ‘We Made a Big Mistake’ on COVID-19 Vaccine https://t.co/Y2FQeBiJlb
2022-06-11 23:59:44+00:00,"@Peyton819 @covid_parent We know the vaccine caused it. We are the unvaccinated who are being blamed for it. Not one of us regrets our choice. 

Our sarcasm is our coping mechanism."
2022-06-11 23:59:26+00:00,@jemf531 So where would the border be now if article 16 was invoked by the UK and where would the border be If the EU had invoked it over the vaccines back during covid. ......
2022-06-11 23:59:22+00:00,"They fired and rejected good men for refusing the COVID vaccine, but they are ok with this?  🤡 https://t.co/swpZTIYjPj"
2022-06-11 23:59:16+00:00,@stillgray covid vaccines.
2022-06-11 23:59:14+00:00,"1,287,595 Injuries Reported After COVID Shots, Vaccine Injury Compensation Programs ‘Overwhelmed’ https://t.co/uMlWhlHX7Q"
2022-06-11 23:59:08+00:00,@marcellemroy @jjhorgan @adriandix This is about the Meningitis vaccine . Not Covid .
2022-06-11 23:59:00+00:00,"@jimodonnell2 @latimes Vaccine injury last much longer , after 18 months I still have eye problems and a double hernia Covid is the flu check your numbers on flu deaths and tell me I'm wrong."
2022-06-11 23:58:55+00:00,"@JRoschuk @Darrin4949 @mcfunny @MyRoosterWisdom @MatthewNewell67 @JohnSourcer @DonHoe22912475 @NorthernWeed_72 @madweasle @unjailme80 @mistabar23 @Clotshot2 @CreatePerhaps @rochell45393490 @thyroid_mary @TakethatCt @MichelleBehlen @Christinekk2022 @mario19795947 @Cap_Stu_Rogers @Katarina1970 @N1C0L3_Awesome @StephenOxborro1 @beardReaper1776 @MUNCHDEEEZ @neville1776 @BannedJuju66 @FillmoreWhite @DanielB73418926 @capnchuck2 @swedishchf @wakeup2real @FESmith65 @liamalone69 @Pureblo27129916 @Jmac19631 @nascarian @DaddyPsyops @ninnavdj @trueblood777111 @jaymilnamow @TeeJay0063 @IDoNotConsent7 @berwick64 @simoncooper32 @MathewMoisture @NoJabsEver @Skiiryne @ctwittnc @Awithonelison From the same people who told us that covid vaccine was, what, 98% at one point? 😂

Yeah, we all believe those experts now. 🤣

Wonder how many of those are on this list of liars? And you'll still believe their data entries and statements? 🤣🤣🤣 https://t.co/hIgjPyrdlc"
2022-06-11 23:58:34+00:00,"“FDA expert panel votes to recommend the Novavax two-dose COVID-19 vaccine” 
https://t.co/CzHZoYRLqV"
2022-06-11 23:58:13+00:00,"@supercazzola773 @briansendtweet @ItsDeanBlundell Not true. I have not heard of any vaccine injury….only Covid health problems.
You seem bias."
2022-06-11 23:57:59+00:00,"@ItsAllFake2Som1 @TheRobinson1982 @LeeHurstComic Yes. The ≈ 1 yr achieved by the first Covid vaccines was record breaking. 

Humanity has effectively improved its vaccine-making responsive time by 300-500%"
2022-06-11 23:57:48+00:00,"FDA says Moderna’s Covid vaccine is effective, safe for young children https://t.co/BhoTlGusgh"
2022-06-11 23:57:46+00:00,@LouiseEM6 @maddoxrules @Calanon24 @elonmusk @mtaibbi Are you talking about Covid vaccines?
2022-06-11 23:57:39+00:00,"@andrew66752964 @junkieandproud @LeChynaJames @BBCWorld ""Pharmacoepidemiological studies have been unable to demonstrate a greater risk of facial paralysis following administration of these vaccines, and the data after mRNA COVID-19 vaccine administration seems to be consistent with this"". There is no establishment of connection."
2022-06-11 23:57:23+00:00,yeah the thing about covid you have a 95% chance of surviving it. so your likely to survive it then not even without a vaccine. so the vaccine is just stupid. like your giving a vaccine for a disease with a 95% survival rate. it seems to be a waste of time.
2022-06-11 23:57:05+00:00,"Answers to Everyday Issues – Part 34: Principles of tafsir, hesitating to pledge bai‘at, tabligh, astrological signs, effects of celestial objects, and Covid vaccine during Ramadan https://t.co/YHdbH37ZP3 via @alhakamweekly"
2022-06-11 23:56:39+00:00,"@JohnBoweActor Covid vaccines....biggest medical  scandal ever,please  discuss and send your answers  to tony fauci,quick  the bucket is leaking."
2022-06-11 23:56:09+00:00,@TheMindshockPod @tdfalks @JamesfWells It isn't a comparable at all.  Small pox does not have an animal reservoir. It is one of the only effective vaccines ever produced.  Covid-19 has an animal reservoir and can never be eradicated.
2022-06-11 23:56:07+00:00,@kokomocorgi @BillKristol or the serious party who has a leader that can't form a sentence?? or the serious party who had more die from Covid than one without a vaccine did? Or the serious party who has country edge of inflation? That one? A path to that party?
2022-06-11 23:55:04+00:00,"Our vaccines triumph IS helping to keep long Covid at bay, insist British experts... after a US study throws doubt on the protection offered by boosters
via https://t.co/UME1quJEQr https://t.co/hZq8fCGNY9"
2022-06-11 23:54:23+00:00,"Covid vaccines may be safe but they are not effective. Everyone in my family is double vaxed and some are even boosted. EVERYONE got Covid anyway. Some of us were very ,very sick. So much for you won't get it as bad!!!!
Fauci lied!  POS"
2022-06-11 23:54:12+00:00,"@Darrin4949 @mcfunny @JRoschuk @MyRoosterWisdom @MatthewNewell67 @JohnSourcer @DonHoe22912475 @NorthernWeed_72 @madweasle @unjailme80 @mistabar23 @Clotshot2 @CreatePerhaps @rochell45393490 @thyroid_mary @TakethatCt @MichelleBehlen @Christinekk2022 @mario19795947 @Cap_Stu_Rogers @Katarina1970 @N1C0L3_Awesome @StephenOxborro1 @beardReaper1776 @MUNCHDEEEZ @neville1776 @BannedJuju66 @FillmoreWhite @DanielB73418926 @capnchuck2 @swedishchf @wakeup2real @FESmith65 @liamalone69 @Pureblo27129916 @Jmac19631 @nascarian @DaddyPsyops @ninnavdj @trueblood777111 @jaymilnamow @TeeJay0063 @IDoNotConsent7 @berwick64 @simoncooper32 @MathewMoisture @NoJabsEver @Skiiryne @ctwittnc @Awithonelison The senior I spoke to today said that's exactly why she's done getting any boosters. She said, ""I got the vaccine to protect others around me and it didn't work. I got the first booster because I thought that would do it, then I caught covid. I'm done."""
2022-06-11 23:53:55+00:00,My dad had to tell me to calm down when I called.  But I have COVID.   They’re said that since I had the vaccine it will hit me like the flu.  My sad is on the way to pick me up from the ER.  Then we will get my medicine filled.  It's a new ant-viral treatment
2022-06-11 23:53:47+00:00,@ntvkenya The world has moved from those covid Shenanigans.  There are vaccines now available and I hope no development partner will listen to you MutahiYour master used proxy to steal funds over dead bodies  when there wasn't even a vaccines and mask were scarce concentrate on monkeypox
2022-06-11 23:53:39+00:00,@Mabel__Syrup__ @Varnas_Raven @mmmm01000000 @DeeAubree It's also worth highlighting that the vaccine prevents 96% ICU admissions and 95% of death related to covid. Everything has side effects. What its always about is do the benefits outweigh the risks?
2022-06-11 23:53:35+00:00,@puckyou1977 @covid_parent The vaccine caused the face paralysis.
2022-06-11 23:53:26+00:00,"8 Best Foods to Eat Before and After Getting the COVID Vaccine

#healthyfoods #news #healthy #healthyeating #food #coronavirustips #coronavirus #nutrition
https://t.co/Tz4TsbDjEZ"
2022-06-11 23:53:22+00:00,"Dr. Fauci Just Issued This Omicron Warning

#coronavirus #covidvaccine #coronavirustips #health #news #dr.fauci
https://t.co/cGHufztgSA"
2022-06-11 23:53:22+00:00,"@JaimeFraser @patrickbrownont Unfortunately, there isn't a vaccine for 'Covid-19'."
2022-06-11 23:53:13+00:00,"@eliant_capital I try to avoid the topic but given you’re a good follow…. My hospital went from 170 COVID patients summer 2020 to 135 last summer to max of 1 this summer. Vaccines, innate immunity and weakened virulence of Omicron mean only the most vulnerable need boosters now IMO (just mine)"
2022-06-11 23:53:11+00:00,"@covid_parent No it’s not, it’s from the vaccine poison"
2022-06-11 23:52:54+00:00,Getting a second or third dose of the COVID-19 vaccine in the final stages of pregnancy offers protection for infants against SARS-CoV-2 infection (the virus that causes COVID-19 illness). https://t.co/iSqS5WbGZa
2022-06-11 23:52:52+00:00,"@WilliamTecums14 @StonkPapi @StockJabber That misleading statistic is skewed by the fact that the USA fully reopened its economy in early 2021, after the rollout of the Covid vaccine."
2022-06-11 23:52:52+00:00,@REMASCULATE @ProofBlog Biebers problem direct from covid vaccine not chicken pox
2022-06-11 23:52:43+00:00,"I have several family members who still refuse to get the vaccines (two infected with covid, one 6 months ago and one this past month). They say they heard ""too many bad things"" about the covid vaccines. 🤦‍♀️ There's no reasoning with them. https://t.co/zmmz1CnrFe"
2022-06-11 23:52:38+00:00,"@grantstern Sweetness, hate to break it to you, but he had Operation Warp Speed for a vaccine! AND @POTUS has more deaths due to Covid than Trump😉"
2022-06-11 23:52:29+00:00,"@GuyGadboisGuyG1 @ItsDeanBlundell Did you read what you linked? -epidemiological studies have been unable to demonstrate a greater risk of facial paralysis following administration of these vaccines, and the data after mRNA COVID-19 vaccine administration seems to be consistent with this. #idiot"
2022-06-11 23:52:20+00:00,"Released in 2020 via United Nations: “Guide to COVID-19 vaccine communications : a practioner's guide to the principles of COVID-19 vaccine communications.”
A guide created to coach intelligent vaccine hesitant individuals” (screen shot from Page 14) https://t.co/a9hqwMzbS8 https://t.co/HfoheYF8Gq"
2022-06-11 23:51:46+00:00,@lizzite @theotherchemist @BernieSpofforth no it isn’t? it’s a varicella problem not a covid vaccine problem
