Datetime,Text
2022-06-14 23:59:55+00:00,FDA advises returning Moderna’s Covid vaccine for older children https://t.co/9BZw96WJi3
2022-06-14 23:59:46+00:00,FDA advises returning Moderna’s Covid vaccine for older children https://t.co/2KzfZ4nlZc
2022-06-14 23:59:44+00:00,FDA advises returning Moderna’s Covid vaccine for older children https://t.co/0z13vKKuk7
2022-06-14 23:59:41+00:00,FDA advises returning Moderna’s Covid vaccine for older children https://t.co/izW4nfOZxq
2022-06-14 23:59:36+00:00,Every single covid vaccine has thrown my cycle off. My flu shots never did this. I don't think my last tetanus did either. Am I just extra stressed?
2022-06-14 23:59:36+00:00,@garci32 YES. HE DID.  TALKING THEM OUT OF THE COVID VACCINE.
2022-06-14 23:59:32+00:00,B.C.’s hospitality and tourism sectors are hoping the federal government’s decision to end its COVID vaccine mandate for domestic and outbound international travellers will bring a bump in business. https://t.co/gn8Y4Uoi2X
2022-06-14 23:59:24+00:00,FDA Advisers Back Moderna’s COVID-19 Vaccine for Older Kids https://t.co/KmdJgtbfBa
2022-06-14 23:59:09+00:00,"𝗧𝗶𝘁𝗹𝗲: Evaluation of anti-SARS-CoV-2 antibody response to COVID-19 vaccine deployment in the Bono Region, Ghana..
𝗔𝘂𝘁𝗵𝗼𝗿𝘀: Samuel  Fosu Gyasi, Emmanuel Timmy-Donkoh, Samuel Frempong, Akwasi Asamoah, Abdul  Sakibu Raji, R...
https://t.co/jtJfi3K2PH https://t.co/xCQKu0flQy"
2022-06-14 23:59:02+00:00,"@BeccaSchenker Your kids immune system is shot because they stuck a trash vaccine in them that was meant to weaken the immune system. If you want to blame anyone, blame yourself. Everyone catching covid are the ones with the jab. I still haven’t caught the shit at all🙄"
2022-06-14 23:58:57+00:00,"https://t.co/6ghq328N1U

A government advisory panel Tuesday endorsed a second brand of COVID-19 vaccine for school-age children and teens.  The Food and Drug Administration's outside ..."
2022-06-14 23:58:45+00:00,@lukebauman42 @WaitingForPerot @lovelilahart @ZubyMusic Lol still obsessed with vaccines and covid in 2022 🤦‍♂️
2022-06-14 23:58:24+00:00,"@zosia15 @SpinVinyl1 @VYdreos @Gray_Mackenzie We had it too and a proper administration of Ivermectin over a five day period stopped Covid in it’s tracks! I believe, that the only reason that Ivermectin was blocked from use against Covid was to allow for EUA of the “Get Rich Quick” Unproven Covid Vaccines…"
2022-06-14 23:58:16+00:00,"Cross-border trucker vaccine mandate among COVID-19 rules still in place. Really sick folks. 90,000 US truckers already resigned due to the cost of gas https://t.co/qsOUdkXKJJ"
2022-06-14 23:58:15+00:00,"@Tyler2929 As long as you had your vaccines you can get through this. I had my vaccines and still got covid. I have COPD and emphysema, I had a blood clot and was hospitalized twice and I'm doing good now and you'll be good too 🙏🙏🙏"
2022-06-14 23:58:02+00:00,"@SAHealth What blatant liars you’re are.  No one has died ""from Influenza""; but in the next breath, you report deaths of octogenarians who at some point had ""tested positive for COVID"".  BTW, how many are in hospital with heart issues, cancers or clots caused BY the ""vaccine""??"
2022-06-14 23:58:02+00:00,@ThatElJefe The only thing I can rely on Sheryl Attkinson for are horrible takes and attempts to spin every health issue as an indictment against the Covid vaccines.  She has a hungry crowd of fans that demands red meat.
2022-06-14 23:57:58+00:00,"Trudeau’s health minister Jean-Yves Duclos says two-doses of the Covid vaccine “doesn’t work anymore.” 

Doesn’t work Anymore? 

There’s more dead and sick people now than before they “started working” https://t.co/q3PrdSNSEd"
